PartID,PartCode,SAPMaterial,PartName,Brand,Description,Department,PartType,Query,StrongModel,Searchable
184,SPM-COM-091,700010994,Fuse,Siemens,NH-00 3NA3805 16A 500V gL-gG,Common Part,Electric,Siemens NH-00 3NA3805 16A 500V gL-gG Fuse,True,True
185,SPM-COM-092,700010995,Fuse,Siemens,NH-00 3NA3836 160A 500V gL gG,Common Part,Electric,Siemens NH-00 3NA3836 160A 500V gL gG Fuse,True,True
186,SPM-COM-093,700010996,Fuse,Siemens,NH-000 3NA3822 63A 500V gL-gG,Common Part,Electric,Siemens NH-000 3NA3822 63A 500V gL-gG Fuse,True,True
187,SPM-MC4-050,700005062,Head lock clamp,Blind,-,Coating,Mechanical,Blind Head lock clamp,False,True
188,SPM-MC4-051,700005063,Jaw clamp,Blind,-,Coating,Mechanical,Blind Jaw clamp,False,True
189,SPM-MC4-052,700005064,Set screw load cell,Blind,-,Coating,Mechanical,Blind Set screw load cell,False,True
190,SPM-MC4-021,700005037,Springs,Blind,UBB8-15,Coating,Mechanical,Blind UBB8-15 Springs,True,True
191,SPM-MC4-022,700005038,Fastening,Blind,SSHTI-ST-M12-12,Coating,Mechanical,Blind SSHTI-ST-M12-12 Fastening,True,True
192,SPM-MC4-011,700005032,"Quick release fastener 9""",Blind,"Quick release fastener 9""",Coating,Mechanical,"Blind Quick release fastener 9""",True,True
193,SPM-MC4-181,700014042,Bladder Cannon KO Seal,Blind,042.010.00.00.217,Coating,Rubber,Blind 042.010.00.00.217 Bladder Cannon KO Seal,False,True
194,SPM-MC4-182,700014041,Additional Clmap Holder,Blind,042.010.03.90.050,Coating,Rubber,Blind 042.010.03.90.050 Additional Clmap Holder,False,True
195,SPM-MC4-183,700014043,Rubber Insert Ø93,Blind,048.002.03.83.001,Coating,Rubber,Blind 048.002.03.83.001 Rubber Insert Ø93,False,True
196,SPM-MC4-178,700013146,Harting Plug Male,HARTING,Station 4+16,Coating,Electric,HARTING Station 4+16 Harting Plug Male,True,True
197,SPM-MC4-179,700013147,Harting Plug Female,HARTING,Station 4+16,Coating,Electric,HARTING Station 4+16 Harting Plug Female,True,True
198,SPM-MC6-001,700005143,Lead Switch,Schunk,MMS22-SPM8,Coating,Electric,Schunk MMS22-SPM8 Lead Switch,True,True
199,SPM-MC6-052,700005188,Cylinder,Festo,SCHUNK SRU+40-W-180-3-M,Coating,Mechanical,Festo SCHUNK SRU+40-W-180-3-M Cylinder,True,True
200,SPM-COM-063,700005607,Adaptor for IDS-701,,WTA12-0901200-G,Common Part,Electric,WTA12-0901200-G Adaptor for IDS-701,True,True
201,SPM-COM-051,700004933,Adaptor,,IVP0900-1000,Common Part,Electric,IVP0900-1000 Adaptor,True,True
202,SPM-COM-038,700004920,Adapter for A & D,Burapa Science,TB-249 12V,Common Part,Electric,Burapa Science TB-249 12V Adapter for A & D,True,True
203,SPM-COM-039,700004921,Adapter for A & D,Burapa Science,TB-249 9V,Common Part,Electric,Burapa Science TB-249 9V Adapter for A & D,True,True
204,SPM-COM-054,700004936,Weight Monitoring,Jadever,JIK-6CAB,Common Part,Mechanical,Jadever JIK-6CAB Weight Monitoring,True,True
205,SPM-COM-009,700004895,Load Cell 500kg.(7 wire),Burapa Science,IDS608-500K,Common Part,Mechanical,Burapa Science IDS608-500K Load Cell 500kg.(7 wire),True,True
206,SPM-COM-011,700004896,Load Cell 1000kg.(7 wire),SDS,IDS608-1T,Common Part,Mechanical,SDS IDS608-1T Load Cell 1000kg.(7 wire),True,True
207,SPM-COM-013,700004897,Load Cell 15kg.(4 wire),Tedea-Huntleigh,1022-15K,Common Part,Mechanical,Tedea-Huntleigh 1022-15K Load Cell 15kg.(4 wire),True,True
208,SPM-COM-001,700004888,Load Cell 300kg.(5 wire),Precia Molen,11153832 C 3m,Common Part,Mechanical,Precia Molen 11153832 C 3m Load Cell 300kg.(5 wire),True,True
209,SPM-COM-002,700004889,Load Cell 300kg.(7 wire),Precia Molen,1394810 (16),Common Part,Mechanical,Precia Molen 1394810 (16) Load Cell 300kg.(7 wire),False,True
210,SPM-COM-003,700004890,Load Cell 500kg.(5 wire),SDS,IDS608-500K,Common Part,Mechanical,SDS IDS608-500K Load Cell 500kg.(5 wire),True,True
211,SPM-COM-022,700004905,Load Cell 2267kg.(5 wire),SDS,IDS608-5KLB,Common Part,Mechanical,SDS IDS608-5KLB Load Cell 2267kg.(5 wire),True,True
212,SPM-COM-023,700004906,Load Cell 3000kg.(5 wire),SDS,IDS608-3T,Common Part,Mechanical,SDS IDS608-3T Load Cell 3000kg.(5 wire),True,True
213,SPM-COM-099,700012161,Adjust Feet,IDS,IDS608,Common Part,Electric,IDS IDS608 Adjust Feet,True,True
214,SPM-COB-080,,Precision Balances,AND,GF6002A,,,AND GF6002A Precision Balances,True,True
215,SPM-COB-075,700004876,Rubber for Weight Balance,-,,Coating,Rubber,Rubber for Weight Balance,False,True
216,SPM-COB-040,700004855,AC Adaptor 220V,AND,AX-TB249E,Coating,Electric,AND AX-TB249E AC Adaptor 220V,True,True
217,SPM-COM-031,700004913,"Diaphragm Pump 1"" ARO",Aro,PD10P-YPS-PTT,Common Part,Pneumatic & Hydraulic,"Aro PD10P-YPS-PTT Diaphragm Pump 1"" ARO",True,True
218,SPM-NAU-019,700005642,Diaphragm Pump,Aro,"PD03P-ARS-PTT  3/8"" ARO",Slurry,Other,"Aro PD03P-ARS-PTT  3/8"" ARO Diaphragm Pump",True,True
219,SPM-MC6-043,700005180,Parallel Gripper Stroke 50.8 mm.,Destaco,DPW-375M-2,Coating,Electric,Destaco DPW-375M-2 Parallel Gripper Stroke 50.8 mm.,True,True
220,SPM-MC6-044,700005181,Sensor,Destaco,OISN-014,Coating,Electric,Destaco OISN-014 Sensor,True,True
221,SPM-MC6-045,700005182,"Sensor MTNG KIT,DPW-375(M)-1 & -375(M)-1",Destaco,OSMK-117,Coating,Electric,"Destaco OSMK-117 Sensor MTNG KIT,DPW-375(M)-1 & -375(M)-1",True,True
222,SPM-MC6-046,700005183,Quick Disconnect 5 Meter Cable Length,Destaco,CABL-013,Coating,Electric,Destaco CABL-013 Quick Disconnect 5 Meter Cable Length,True,True
223,SPM-MC6-173,700007330,"Seal Kit,DPW-375",Cerathai,SLKT-340,Coating,Rubber,"Cerathai SLKT-340 Seal Kit,DPW-375",True,True
224,SPM-MC6-119,700005249,"Seal Kit,DPW-375",Cerathai,SLKT-339,Coating,Rubber,"Cerathai SLKT-339 Seal Kit,DPW-375",True,True
225,SPM-MC6-121,700005250,"Seal Kit,DPW-375",Cerathai,SLKT-340,Coating,Rubber,"Cerathai SLKT-340 Seal Kit,DPW-375",True,True
226,SPM-MC6-101,700005233,Hood seal,Chan Steel,Urethane,Coating,Rubber,Chan Steel Urethane Hood seal,False,True
227,SPM-MC6-102,700005234,Upper Hood seal,Chan Steel,OD278xID238xt25,Coating,Rubber,Chan Steel OD278xID238xt25 Upper Hood seal,True,True
228,SPM-MC6-103,700005235,Lower Hood seal,Chan Steel,OD270xID230xt25,Coating,Rubber,Chan Steel OD270xID230xt25 Lower Hood seal,True,True
229,SPM-MC6-106,700005237,Gusset,Chansteel,t65 x 65 x 100mm.,Coating,Mechanical,Chansteel t65 x 65 x 100mm. Gusset,True,True
230,SPM-MC6-066,700005202,Gripper,Chansteel,T20 x 60 x 118 mm.,Coating,Mechanical,Chansteel T20 x 60 x 118 mm. Gripper,True,True
231,SPM-MC6-067,700005203,Urethane Gripper,Chansteel,T15 x 60 x 60 mm.,Coating,Mechanical,Chansteel T15 x 60 x 60 mm. Urethane Gripper,True,True
232,SPM-MCY-053,700005308,O-Ring,Chan Steel,O-Ring Station 3,Coating,Rubber,Chan Steel O-Ring Station 3 O-Ring,True,True
233,SPM-PRE-078,700012178,Conveyor Bush,Chan Steel,SUS304,Coating,Mechanical,Chan Steel SUS304 Conveyor Bush,True,True
234,SPM-MCY-173,700012842,Un-Jump Plate,Chan Steel,750170,Coating,Mechanical,Chan Steel 750170 Un-Jump Plate,False,True
235,SPM-MCY-169,700012368,16CH Relay Interface Module,Delta,UB-10-OR16A,Coating,Electric,Delta UB-10-OR16A 16CH Relay Interface Module,True,True
236,SPM-MC6-185,700012858,Robot Gripper Bush,Chan Steel,-,Coating,Mechanical,Chan Steel Robot Gripper Bush,False,True
237,SPM-RHK-055,700012959,Slide Pop-Up Assembly,Chan Steel,-,Slurry,Mechanical,Chan Steel Slide Pop-Up Assembly,False,True
238,SPM-DIS-011,700013144,Shuter Seal,Chan Steel,Dia 285x255x15 mm,Slurry,Rubber,Chan Steel Dia 285x255x15 mm Shuter Seal,True,True
239,SPM-MCY-164,700011794,Oval Block,Chan Steel,Size 20x22 mm.,Coating,Mechanical,Chan Steel Size 20x22 mm. Oval Block,True,True
240,SPM-MCY-166,700011991,Filling Pump,Chan Steel,G1WGD 300-2600 ml.,Coating,Pneumatic & Hydraulic,Chan Steel G1WGD 300-2600 ml. Filling Pump,True,True
241,SPM-MCY-167,700011992,Filling Head,Chan Steel,G1WGD 300-2600 ml.,Coating,Pneumatic & Hydraulic,Chan Steel G1WGD 300-2600 ml. Filling Head,True,True
242,SPM-CLN-021,700011988,Roller Guide for Clean Skin 4,Chan Steel,Rolls R54,Coating,Mechanical,Chan Steel Rolls R54 Roller Guide for Clean Skin 4,True,True
243,SPM-CLN-022,700011989,Roller Guide for Clean Skin 2,Chan Steel,Rolls R129,Coating,Mechanical,Chan Steel Rolls R129 Roller Guide for Clean Skin 2,True,True
244,SPM-CLN-023,700012000,Nozzle for Clean Skin,Chan Steel,PNZRF1-3-50,Coating,Mechanical,Chan Steel PNZRF1-3-50 Nozzle for Clean Skin,True,True
245,SPM-RHK-049,700011142,AC Motor Roller,Chan Steel,MR-Q3-38-420-3AB-AOT975,Slurry,Mechanical,Chan Steel MR-Q3-38-420-3AB-AOT975 AC Motor Roller,True,True
246,SPM-MC6-138,700005512,Urethane Gripper Pick & Place,Chan Steel,60x90x15 50Shore A,Coating,Rubber,Chan Steel 60x90x15 50Shore A Urethane Gripper Pick & Place,True,True
247,SPM-PRE-057,700005508,Sleeve Coupling,Chan Steel,MT-70,Coating,Mechanical,Chan Steel MT-70 Sleeve Coupling,True,True
248,SPM-HEM-093,700005545,End plate 4L,Chan Steel,Z-116,Slurry,Mechanical,Chan Steel Z-116 End plate 4L,True,True
249,SPM-RHK-031,700005528,Spring,Chan Steel,OD49 x Rod3 x L116mm.,Slurry,Mechanical,Chan Steel OD49 x Rod3 x L116mm. Spring,True,True
250,SPM-MC4-140,700005554,Joint,Chan Steel,M20xL129,Coating,Mechanical,Chan Steel M20xL129 Joint,True,True
251,SPM-RHK-005,700005419,Brush,Chan Steel,105 x 120 mm.,Slurry,Mechanical,Chan Steel 105 x 120 mm. Brush,True,True
252,SPM-MCY-144,700007900,Liquid Packing,,SL-02 300-2600ml.,Coating,Pneumatic & Hydraulic,SL-02 300-2600ml. Liquid Packing,True,True
253,SPM-MCY-145,700008017,Calipper Brake,Chan Steel,0.7 Mpa,Coating,Pneumatic & Hydraulic,Chan Steel 0.7 Mpa Calipper Brake,True,True
254,SPM-HEM-109,700008442,Headon pump,Chan Steel,RO 100 GPD Pump,Slurry,Mechanical,Chan Steel RO 100 GPD Pump Headon pump,True,True
255,SPM-MC6-174,700008726,Nozzle for Bladder,Chan Steel,L 105 mm.,Coating,Mechanical,Chan Steel L 105 mm. Nozzle for Bladder,True,True
256,SPM-MCY-146,700008727,Nozzle With Bracket,Chan Steel,L 28.5,Coating,Mechanical,Chan Steel L 28.5 Nozzle With Bracket,True,True
257,SPM-MCY-147,700008728,Bracket for Nozzle,Chan Steel,-,Coating,Mechanical,Chan Steel Bracket for Nozzle,False,True
258,SPM-MCY-148,700008729,Lower Coating Seal,Chan Steel,Dia42 L60 Gap3 mm.,Coating,Mechanical,Chan Steel Dia42 L60 Gap3 mm. Lower Coating Seal,True,True
259,SPM-MCY-149,700008790,Lower Coating Seal,Chan Steel,Dia42 L60 Gap5 mm.,Coating,Mechanical,Chan Steel Dia42 L60 Gap5 mm. Lower Coating Seal,True,True
260,SPM-MC6-175,700009870,Unload V-Block,Chan Steel,Urethane 50 Shore.A,Coating,Mechanical,Chan Steel Urethane 50 Shore.A Unload V-Block,True,True
261,SPM-MCY-151,700010774,Ball Valve Three -way,Chan Steel,300-2600 ml,Coating,Pneumatic & Hydraulic,Chan Steel 300-2600 ml Ball Valve Three -way,True,True
262,SPM-MC4-157,700006682,Unload Gripper,,Set of Unload Gripper,Coating,Electric,Set of Unload Gripper Unload Gripper,False,True
263,SPM-MCY-138,700006691,Suction Cup Rod M10x1.25,Chan Steel,for SMC,Coating,Mechanical,Chan Steel for SMC Suction Cup Rod M10x1.25,False,True
264,SPM-MCY-135,700005981,Suction Cup Rod M10x1.00,Chan Steel,for China,Coating,Mechanical,Chan Steel for China Suction Cup Rod M10x1.00,False,True
265,SPM-MCY-136,700005982,Lifter Pin,Chan Steel,-,Coating,Mechanical,Chan Steel Lifter Pin,False,True
266,SPM-MC4-133,700005141,Weighing Station Base Plate,Chan Steel,DWG.042.010.01.32.016,Coating,Mechanical,Chan Steel DWG.042.010.01.32.016 Weighing Station Base Plate,True,True
267,SPM-MC4-134,700005142,Weighing Station Bar,Chan Steel,DWG.042.010.01.32.017,Coating,Mechanical,Chan Steel DWG.042.010.01.32.017 Weighing Station Bar,True,True
268,SPM-MC4-127,700005135,Gasket t2 mm.,Chan Steel,ID15.5mm.xOD19.9mm.xT2mm.,Coating,Mechanical,Chan Steel ID15.5mm.xOD19.9mm.xT2mm. Gasket t2 mm.,True,True
269,SPM-MC4-116,700005124,Blast Gate Support,Chan Steel,83x235x35 mm.,Coating,Mechanical,Chan Steel 83x235x35 mm. Blast Gate Support,True,True
270,SPM-MC6-065,700005201,Plate Chuck,Chansteel,T15 x 245 x 110 mm.,Coating,Mechanical,Chansteel T15 x 245 x 110 mm. Plate Chuck,True,True
271,SPM-HEM-004,700004953,Disc Spacer P4,Chan Steel,Ø 4,Slurry,Mechanical,Chan Steel Ø 4 Disc Spacer P4,False,True
272,SPM-CLN-014,700004833,Oriental Motor,Chan Steel,USM560-502W-1,Coating,Mechanical,Chan Steel USM560-502W-1 Oriental Motor,True,True
273,SPM-CLN-001,700004823,Straight Bevel,Chan Steel,M1.5 x 18PT 20PA ID 15mm.,Coating,Mechanical,Chan Steel M1.5 x 18PT 20PA ID 15mm. Straight Bevel,True,True
274,SPM-CLN-005,700004824,Speed Control Unit,Oriental Motor,UPS560-2E2,Coating,Mechanical,Oriental Motor UPS560-2E2 Speed Control Unit,True,True
275,SPM-CLN-007,700004826,Clean Skin Roller Driven kit,Chansteel,,Coating,Mechanical,Chansteel Clean Skin Roller Driven kit,False,True
276,SPM-HEM-021,700004964,Cap for Shaft,Chan Steel,OD55xID45xH30,Slurry,Mechanical,Chan Steel OD55xID45xH30 Cap for Shaft,True,True
277,SPM-HEM-022,700004965,Mechanical STL Bush (L40),Chan Steel,ID45 x OD55 x L40,Slurry,Mechanical,Chan Steel ID45 x OD55 x L40 Mechanical STL Bush (L40),True,True
278,SPM-HEM-023,700004966,Mechanical STL Bush (L70),Chan Steel,ID45 x OD55 x L70,Slurry,Mechanical,Chan Steel ID45 x OD55 x L70 Mechanical STL Bush (L70),True,True
279,SPM-PRE-066,700009868,Shaft,Chansteel,SCM440 Dia59.9xL371.10mm.,Coating,Mechanical,Chansteel SCM440 Dia59.9xL371.10mm. Shaft,True,True
280,SPM-PRE-077,700012107,Conveyor Pin,Chansteel,OD9.9mm x 48 mm,Coating,Mechanical,Chansteel OD9.9mm x 48 mm Conveyor Pin,True,True
281,SPM-MC4-143,700005569,Motor actuator control valve,Chimpf (Blind),01-15/30 N,Coating,Mechanical,Chimpf (Blind) 01-15/30 N Motor actuator control valve,True,True
282,SPM-PRE-032,700005390,Cylinder,CKD,CMK2-TB-40-75,Coating,Pneumatic & Hydraulic,CKD CMK2-TB-40-75 Cylinder,True,True
283,SPM-PRE-037,700005395,Solenoid Valve,CKD,4KB210-08-L,Coating,Pneumatic & Hydraulic,CKD 4KB210-08-L Solenoid Valve,True,True
284,SPM-PRE-042,700005400,Switch (SW TOH),CKD,SW TOH,Coating,Electric,CKD SW TOH Switch (SW TOH),False,True
285,SPM-PRE-043,700005401,Switch (SW RO),CKD,SW RO,Coating,Electric,CKD SW RO Switch (SW RO),False,True
286,SPM-PRE-019,700005378,Seal Kit,CKD,STS-50K,Coating,Pneumatic & Hydraulic,CKD STS-50K Seal Kit,True,True
287,SPM-PRE-020,700005379,Coupling,CKD,No.70,Coating,Mechanical,CKD No.70 Coupling,True,True
288,SPM-PRE-021,700005380,Coupling,CKD,No.170,Coating,Mechanical,CKD No.170 Coupling,True,True
289,SPM-COB-042,700004856,Pressure Regulator,CKD,PPD3-R10N-6B,Coating,Electric,CKD PPD3-R10N-6B Pressure Regulator,True,True
290,SPM-COB-043,700004857,Regulator,CKD,W4000-15W-R1,Coating,Mechanical,CKD W4000-15W-R1 Regulator,True,True
291,SPM-COB-033,700004851,Solenoid Valve,CKD,ADK11-20A-02H-DC24V,Coating,Pneumatic & Hydraulic,CKD ADK11-20A-02H-DC24V Solenoid Valve,True,True
292,SPM-RHK-004,700005418,Solenoid Valve,CKD,PDV3-20A-F4A-AC220V,Slurry,Pneumatic & Hydraulic,CKD PDV3-20A-F4A-AC220V Solenoid Valve,True,True
293,SPM-PRE-076,700011839,Air Cylinder,,STL-B-63-400,Coating,Mechanical,STL-B-63-400 Air Cylinder,True,True
294,SPM-COB-004,700004835,Stopper Cylinder,CKD,STK-M-32-15,Coating,Pneumatic & Hydraulic,CKD STK-M-32-15 Stopper Cylinder,True,True
295,SPM-COB-009,700004836,Digital Pressure Sensor,SUNK,DP2-20,Coating,Pneumatic & Hydraulic,SUNK DP2-20 Digital Pressure Sensor,True,True
296,SPM-COB-010,700004837,Cylinder,SMC,CY3B25-250-XB9,Coating,Pneumatic & Hydraulic,SMC CY3B25-250-XB9 Cylinder,True,True
297,SPM-INK-001,700005028,Print Engine,Code Master,128CH 200DPI,Coating,Electric,Code Master 128CH 200DPI Print Engine,True,True
298,SPM-SCR-045,700006476,Ignition electrode,Honetwell,"Kinemax 3""-4""",Utility,Other,"Honetwell Kinemax 3""-4"" Ignition electrode",True,True
299,SPM-SCR-046,700006477,Ignition cable 1500mm Cu (118148),,Ignition cable 1500mm Cu (118148),Utility,Other,Ignition cable 1500mm Cu (118148),True,True
300,SPM-SCR-047,700006478,Ignition Transformer,,DEZ100,Utility,Other,DEZ100 Ignition Transformer,True,True
301,SPM-SCR-048,700006479,Flange,,Rp 1,Utility,Other,Rp 1 Flange,True,True
302,SPM-SCR-049,700006510,Textile Compensator,,"DN500, 450°C, R1 to R3",Utility,Other,"DN500, 450°C, R1 to R3 Textile Compensator",True,True
303,SPM-SCR-050,700006511,Gas Governor,Dungs,FRS 510,Utility,Other,Dungs FRS 510 Gas Governor,True,True
304,SPM-SCR-051,700006512,Spring,,"7 sw, 60-110mbar, Rp 1",Utility,Other,"7 sw, 60-110mbar, Rp 1 Spring",True,True
305,SPM-SCR-052,700006513,Adjustable Spring,,"30-70mbar, Rp 1",Utility,Other,"30-70mbar, Rp 1 Adjustable Spring",True,True
306,SPM-MCY-099,700005522,AC Servo Motor (Delta),Delta,ECMA-EA 1310RS,Coating,Electric,Delta ECMA-EA 1310RS AC Servo Motor (Delta),True,True
307,SPM-MC6-057,700005193,Load Limit,Destaco,ULS 100-300,Coating,Electric,Destaco ULS 100-300 Load Limit,True,True
308,SPM-MC6-023,700005162,Load Limiter,Destarco,ULS-125-VF,Coating,Electric,Destarco ULS-125-VF Load Limiter,True,True
309,SPM-MC4-045,700005057,Gripper robot infeed,Destarco,,Coating,Mechanical,Destarco Gripper robot infeed,False,True
310,SPM-COP-004,700004939,Auto drain kit,Domminich Hunter,EF1,Utility,Mechanical,Domminich Hunter EF1 Auto drain kit,True,True
311,SPM-COP-005,700004940,Pressure Transmitter,Endress Huaser,AA21JA1CGJGMJA+AAJA,Utility,Electric,Endress Huaser AA21JA1CGJGMJA+AAJA Pressure Transmitter,True,True
312,SPM-DIS-002,700004941,Topwork valve controller,Topworx,TVL-M2WGNPM,Slurry,Mechanical,Topworx TVL-M2WGNPM Topwork valve controller,True,True
313,SPM-DIS-003,700004942,Butterfy valve,Sealed Air,"d110DN100 4""",Slurry,Mechanical,"Sealed Air d110DN100 4"" Butterfy valve",True,True
314,SPM-COM-045,700004927,Power supply,,6EP1436-3BA00,Common Part,Electric,6EP1436-3BA00 Power supply,True,True
315,SPM-COM-005,700004892,Solenoid Assy,SMC,SF4-5DZ-80-Q,Common Part,Pneumatic & Hydraulic,SMC SF4-5DZ-80-Q Solenoid Assy,True,True
316,SPM-COM-006,700004893,Limit Switch,Omron,HL-5030,Common Part,Electric,Omron HL-5030 Limit Switch,True,True
317,SPM-CHI-001,700004818,Wire Harness Branching Male-Female,Trane,CAB01146,Utility,Electric,Trane CAB01146 Wire Harness Branching Male-Female,True,True
318,SPM-CLN-015,700004834,Speed Control Motor,,USP590-2E2,Coating,Mechanical,USP590-2E2 Speed Control Motor,True,True
319,SPM-CHI-005,700004822,Temperature Sensor,Trane,X13650726100,Utility,Electric,Trane X13650726100 Temperature Sensor,True,True
320,SPM-CHI-003,700004820,Electronic Expansion Valve (EXV),Trane,X13650736130,Utility,Electric,Trane X13650736130 Electronic Expansion Valve (EXV),True,True
321,SPM-MC4-054,700005066,Efector 190,ifm,DTE101,Coating,Electric,ifm DTE101 Efector 190,True,True
322,SPM-MC4-048,700005060,Power Supply 3x400,JKA K,Stromversorgung 27V/40A,Coating,Electric,JKA K Stromversorgung 27V/40A Power Supply 3x400,True,True
323,SPM-MC4-057,700005069,Encoder Burnner,Novotechnik,SP2831-308-000-001-019521,Coating,Electric,Novotechnik SP2831-308-000-001-019521 Encoder Burnner,True,True
324,SPM-MC4-039,700005051,Servo motor,Siemens,1FK7032-2AK71-1RH1,Coating,Mechanical,Siemens 1FK7032-2AK71-1RH1 Servo motor,True,True
325,SPM-MC4-040,700005052,Servo motor,Siemens,1FK7044-4CF71-1CH1,Coating,Mechanical,Siemens 1FK7044-4CF71-1CH1 Servo motor,True,True
326,SPM-MC4-033,700005047,Cylender,Festo,ADN-40-60-I-PPS-A,Coating,Pneumatic & Hydraulic,Festo ADN-40-60-I-PPS-A Cylender,True,True
327,SPM-MC4-066,700005076,Support Sensor,Festo,SL-DSM-B,Coating,Mechanical,Festo SL-DSM-B Support Sensor,True,True
328,SPM-MC4-067,700005077,Set of Wearing Parts,Festo,DNC-40-PPV-A,Coating,Rubber,Festo DNC-40-PPV-A Set of Wearing Parts,True,True
329,SPM-MC4-059,700005071,Smart Light Grids,Sick,SAR4-S028N3PS1T00,Coating,Electric,Sick SAR4-S028N3PS1T00 Smart Light Grids,True,True
330,SPM-RHK-003,700005417,Fuse,Mersen,DN00UB69V200L,Slurry,Electric,Mersen DN00UB69V200L Fuse,True,True
331,SPM-RHK-011,700005425,Standard Mounting Bracket,Keyence,PZ-B61,Slurry,Mechanical,Keyence PZ-B61 Standard Mounting Bracket,True,True
332,SPM-SCR-022,700005471,Damper,Siemens,,Utility,Mechanical,Siemens Damper,False,True
333,SPM-SCD-004,700005452,Relay,Phaenix,PLC-RSC-24DC/21,Slurry,Electric,Phaenix PLC-RSC-24DC/21 Relay,True,True
334,SPM-PRE-022,700005381,Safety relay,Pilz,PNOZ X3 24VAC,Coating,Electric,Pilz PNOZ X3 24VAC Safety relay,True,True
335,SPM-PRE-053,700005411,Servo Motor,Siemens,SQM45.295A9,Coating,Mechanical,Siemens SQM45.295A9 Servo Motor,True,True
336,SPM-MC6-133,700005259,Connect Cable Area Sensor,,GL-RP5PS,Coating,Electric,GL-RP5PS Connect Cable Area Sensor,True,True
337,SPM-MC6-078,700005212,Handle Module,Euchner,MGB-H-AA1A1-L-100619,Coating,Mechanical,Euchner MGB-H-AA1A1-L-100619 Handle Module,True,True
338,SPM-MC6-107,700005238,Connecting Cable,Festo,NEBU-M8W3-K-5-LE3,Coating,Electric,Festo NEBU-M8W3-K-5-LE3 Connecting Cable,True,True
339,SPM-MC6-108,700005239,Air Filter,SMC,AF30-03D-A,Coating,Pneumatic & Hydraulic,SMC AF30-03D-A Air Filter,True,True
340,SPM-MC6-109,700005240,Filter Regulator,SMC,AW20-02BG-A,Coating,Pneumatic & Hydraulic,SMC AW20-02BG-A Filter Regulator,True,True
341,SPM-MC6-110,700005241,T Coupler M12 Male,Murr Elektronik,7000-41201-0000000,Coating,Electric,Murr Elektronik 7000-41201-0000000 T Coupler M12 Male,False,True
342,SPM-MC6-105,700005236,Simitic Net,Siemens,CP343,Coating,Electric,Siemens CP343 Simitic Net,True,True
343,SPM-MC6-124,700005251,Photoelectric Switch,Micro Detector,QMRL/OP-OF,Coating,Electric,Micro Detector QMRL/OP-OF Photoelectric Switch,True,True
344,SPM-MC6-083,700005217,Festo sub-base,Festo,EF542223 (VMPA-FB-AP-P1),Coating,Electric,Festo EF542223 (VMPA-FB-AP-P1) Festo sub-base,True,True
345,SPM-MC6-084,700005218,Elastomer coupling,Festo,R+W,Coating,Mechanical,Festo R+W Elastomer coupling,False,True
346,SPM-MC6-097,700005229,Safety Switch Unicode,Euchner,MGB-L2-ARA-BM3A1-M-R-121222,Coating,Electric,Euchner MGB-L2-ARA-BM3A1-M-R-121222 Safety Switch Unicode,True,True
347,SPM-MC6-098,700005230,Control Unit,Siemens,6SL3040-0MA00-0AA1,Coating,Electric,Siemens 6SL3040-0MA00-0AA1 Control Unit,True,True
348,SPM-MC6-099,700005231,Fillter Regulators,Festo,MS6-LFR-1/2-D6-C-R-V-AD7-AS,Coating,Pneumatic & Hydraulic,Festo MS6-LFR-1/2-D6-C-R-V-AD7-AS Fillter Regulators,True,True
349,SPM-MC6-087,700005221,Double Motor Module,Siemens,6SL3120-2TE13-0AA4,Coating,Electric,Siemens 6SL3120-2TE13-0AA4 Double Motor Module,True,True
350,SPM-MC6-088,700005222,Silencer,SMC,AN900-20,Coating,Pneumatic & Hydraulic,SMC AN900-20 Silencer,True,True
351,SPM-MC6-089,700005223,Vacuum pump,Coax,P6010,Coating,Mechanical,Coax P6010 Vacuum pump,True,True
352,SPM-MC4-129,700005137,"Actuator 10""",Ebro Valve,SBU-AD-M208-K211-M01,Coating,Mechanical,"Ebro Valve SBU-AD-M208-K211-M01 Actuator 10""",True,True
353,SPM-MC4-036,700005050,Temp sensor,Endress Huaser,TMR31-A11ABBC1AAA,Coating,Electric,Endress Huaser TMR31-A11ABBC1AAA Temp sensor,True,True
354,SPM-MC4-132,700005140,Temp Sensor,Endress+Hauser,TMR31-A1ECACAC1AAA,Coating,Mechanical,Endress+Hauser TMR31-A1ECACAC1AAA Temp Sensor,True,True
355,SPM-CAL-028,700007107,Process Transmitter RMA42,Endress+Hauser,RMA42-1009/0,Coating,Electric,Endress+Hauser RMA42-1009/0 Process Transmitter RMA42,True,True
356,SPM-CAL-031,700011935,Temp Transmitter,Endress+Hauser,TMT82-AAA1AD2TKTKA2+LA,Coating,Electric,Endress+Hauser TMT82-AAA1AD2TKTKA2+LA Temp Transmitter,True,True
357,SPM-MC6-112,700005243,Fuse Robot Fanucth,Fanuc,A60L-0001-0290/LM50C,Coating,Electric,Fanuc A60L-0001-0290/LM50C Fuse Robot Fanucth,True,True
358,SPM-MC6-113,700005244,Fuse Robot Fanucth,Fanuc,A60L-0001-0450/8RO,Coating,Electric,Fanuc A60L-0001-0450/8RO Fuse Robot Fanucth,True,True
359,SPM-MC6-114,700005245,Fuse Robot Fanucth,Fanuc,A60L-0001-00046/1.0,Coating,Electric,Fanuc A60L-0001-00046/1.0 Fuse Robot Fanucth,True,True
